gene_symbol	ENTREZ_ID	is_coreseed	is_magma_sig	in_setA	P_meta	Q_meta	P_meta	GWAS_Grade	Q_gwas1	Q_gwas2
ESRRA	2101	FALSE	FALSE	FALSE	0.814612	0.975295	0.814612	None	0.959161	0.916465
CA6	765	FALSE	FALSE	FALSE	0.814632	0.975295	0.814632	None	0.972393	0.8214
HDHD3	81932	FALSE	FALSE	FALSE	0.81489	0.975435	0.81489	None	0.911121	0.896519
SLC15A2	6565	FALSE	FALSE	FALSE	0.814899	0.975435	0.814899	None	0.845491	0.917404
SRPK1	6732	FALSE	FALSE	FALSE	0.814996	0.975435	0.814996	None	0.981358	0.800061
EXOSC3	51010	FALSE	FALSE	FALSE	0.815013	0.975435	0.815013	None	0.925146	0.942078
BTBD10	84280	FALSE	FALSE	FALSE	0.815022	0.975435	0.815022	None	0.975023	0.812181
GALNT1	2589	FALSE	FALSE	FALSE	0.815075	0.975435	0.815075	None	1	0.63523
PLPPR2	64748	FALSE	FALSE	FALSE	0.81535	0.975699	0.81535	None	0.964851	0.836154
MCF2L2	23101	FALSE	FALSE	FALSE	0.815793	0.976163	0.815793	None	0.986906	0.869801
TCP11L1	55346	FALSE	FALSE	FALSE	0.815902	0.976228	0.815902	None	0.98521	0.876776
STK32C	282974	FALSE	FALSE	FALSE	0.816142	0.976393	0.816142	None	0.992958	0.768287
FIZ1	84922	FALSE	FALSE	FALSE	0.816148	0.976393	0.816148	None	0.989346	0.780849
ATG101	60673	FALSE	FALSE	FALSE	0.816276	0.976481	0.816276	None	0.992958	0.846518
IL31RA	133396	FALSE	FALSE	FALSE	0.816563	0.976706	0.816563	None	0.970708	0.900079
EEF2	1938	FALSE	FALSE	FALSE	0.816573	0.976706	0.816573	None	0.982573	0.879766
G0S2	50486	FALSE	FALSE	FALSE	0.816632	0.976712	0.816632	None	0.945792	0.930122
SLC7A10	56301	FALSE	FALSE	FALSE	0.816755	0.976793	0.816755	None	0.923251	0.883696
USP47	55031	FALSE	FALSE	FALSE	0.817021	0.976915	0.817021	None	0.9925	0.859997
SCGB2A2	4250	FALSE	FALSE	FALSE	0.817208	0.976915	0.817208	None	0.968236	0.908449
CCNA1	8900	FALSE	FALSE	FALSE	0.817229	0.976915	0.817229	None	0.829694	0.924206
C7	730	FALSE	FALSE	FALSE	0.817234	0.976915	0.817234	None	0.992958	0.85902
TST	7263	FALSE	FALSE	FALSE	0.817257	0.976915	0.817257	None	1	0.810975
TNFRSF11B	4982	FALSE	FALSE	FALSE	0.817322	0.976915	0.817322	None	0.962254	0.913263
TMED3	23423	FALSE	FALSE	FALSE	0.817343	0.976915	0.817343	None	0.975023	0.812181
SPATA4	132851	FALSE	FALSE	FALSE	0.817348	0.976915	0.817348	None	0.907873	0.900079
ATM	472	FALSE	FALSE	FALSE	0.817497	0.976915	0.817497	None	0.970084	0.823463
ABHD17B	51104	FALSE	FALSE	FALSE	0.817498	0.976915	0.817498	None	0.975023	0.892211
C5orf46	389336	FALSE	FALSE	FALSE	0.817616	0.976915	0.817616	None	0.978208	0.801912
NSMCE1	197370	FALSE	FALSE	FALSE	0.817707	0.976915	0.817707	None	0.94825	0.926782
RAB3D	9545	FALSE	FALSE	FALSE	0.817761	0.976915	0.817761	None	0.970772	0.822194
FASN	2194	FALSE	FALSE	FALSE	0.817771	0.976915	0.817771	None	0.97945	0.885792
FOXH1	8928	FALSE	FALSE	FALSE	0.817786	0.976915	0.817786	None	0.935588	
PHF13	148479	FALSE	FALSE	FALSE	0.817833	0.976915	0.817833	None	1	0.813017
ACTR8	93973	FALSE	FALSE	FALSE	0.817871	0.976915	0.817871	None	0.980904	0.883696
HNRNPH3	3189	FALSE	FALSE	FALSE	0.81789	0.976915	0.81789	None	0.970708	0.900229
ENTREZ:101928675	101928675	FALSE	FALSE	FALSE	0.817925	0.976915	0.817925	None	0.39477	
ANKRD23	200539	FALSE	FALSE	FALSE	0.817947	0.976915	0.817947	None	0.866167	0.964542
EXOC2	55770	FALSE	FALSE	FALSE	0.818102	0.976973	0.818102	None	0.975023	0.889896
SERHL2	253190	FALSE	FALSE	FALSE	0.81813	0.976973	0.81813	None	0.998624	0.824072
SSPN	8082	FALSE	FALSE	FALSE	0.818211	0.976973	0.818211	None	0.829694	0.971634
ZBTB18	10472	FALSE	FALSE	FALSE	0.818214	0.976973	0.818214	None	0.948229	0.927114
AHR	196	FALSE	FALSE	FALSE	0.818305	0.976993	0.818305	None	0.919599	0.887593
SHC4	399694	FALSE	FALSE	FALSE	0.818568	0.976993	0.818568	None	0.923209	0.884397
LCE4A	199834	FALSE	FALSE	FALSE	0.818585	0.976993	0.818585	None	0.982395	0.879291
PRH1	5554	FALSE	FALSE	FALSE	0.818664	0.976993	0.818664	None	0.975023	0.814641
SPIN1	10927	FALSE	FALSE	FALSE	0.81867	0.976993	0.81867	None	0.9997	0.819678
KLK4	9622	FALSE	FALSE	FALSE	0.818684	0.976993	0.818684	None	0.977324	0.886982
OR51E2	81285	FALSE	FALSE	FALSE	0.818711	0.976993	0.818711	None	0.962254	0.847144
SUGCT	79783	FALSE	FALSE	FALSE	0.818737	0.976993	0.818737	None	0.992958	0.771259
TNFRSF10B	8795	FALSE	FALSE	FALSE	0.818748	0.976993	0.818748	None	0.992958	0.845806
NT5C3B	115024	FALSE	FALSE	FALSE	0.818796	0.976993	0.818796	None	0.938772	0.934624
RFX8	731220	FALSE	FALSE	FALSE	0.81883	0.976993	0.81883	None	0.975023	0.810975
PRKCG	5582	FALSE	FALSE	FALSE	0.818914	0.977028	0.818914	None	1	0.771067
GEN1	348654	FALSE	FALSE	FALSE	0.818974	0.977035	0.818974	None	0.986906	0.872075
MS4A5	64232	FALSE	FALSE	FALSE	0.819075	0.97706	0.819075	None	1	0.663296
TMEM160	54958	FALSE	FALSE	FALSE	0.819104	0.97706	0.819104	None	0.945792	0.863829
SCN2B	6327	FALSE	FALSE	FALSE	0.819259	0.977165	0.819259	None	0.974118	0.896628
CD83	9308	FALSE	FALSE	FALSE	0.819301	0.977165	0.819301	None	0.757781	0.956181
CDH22	64405	FALSE	FALSE	FALSE	0.819617	0.977302	0.819617	None	0.877285	0.909724
SMAD4	4089	FALSE	FALSE	FALSE	0.819668	0.977302	0.819668	None	0.945103	0.864886
VPS8	23355	FALSE	FALSE	FALSE	0.819714	0.977302	0.819714	None	0.982157	0.879649
MYZAP	100820829	FALSE	FALSE	FALSE	0.819738	0.977302	0.819738	None	0.915517	0.892211
CXCR5	643	FALSE	FALSE	FALSE	0.819797	0.977302	0.819797	None	0.992958	0.772104
ENTREZ:10638	10638	FALSE	FALSE	FALSE	0.819819	0.977302	0.819819	None	0.832992	0.970782
SOX1	6656	FALSE	FALSE	FALSE	0.819862	0.977302	0.819862	None	0.39588	
SP140L	93349	FALSE	FALSE	FALSE	0.819919	0.977302	0.819919	None	0.997312	0.733245
TTC9C	283237	FALSE	FALSE	FALSE	0.81994	0.977302	0.81994	None	0.94339	0.93163
C11orf40	143501	FALSE	FALSE	FALSE	0.81997	0.977302	0.81997	None	0.982326	0.879291
SLC22A24	283238	FALSE	FALSE	FALSE	0.820016	0.977302	0.820016	None	0.970084	0.900229
GPAA1	8733	FALSE	FALSE	FALSE	0.820084	0.977305	0.820084	None	0.939908	0.87082
BIRC6	57448	FALSE	FALSE	FALSE	0.82017	0.977305	0.82017	None	0.985959	0.873899
HEATR3	55027	FALSE	FALSE	FALSE	0.820182	0.977305	0.820182	None	0.955682	0.918398
NFKBID	84807	FALSE	FALSE	FALSE	0.820361	0.977306	0.820361	None	0.98659	0.872909
GTF2B	2959	FALSE	FALSE	FALSE	0.820373	0.977306	0.820373	None	0.845074	0.919892
SPDYC	387778	FALSE	FALSE	FALSE	0.820393	0.977306	0.820393	None	0.974831	0.820119
SLC41A1	254428	FALSE	FALSE	FALSE	0.820436	0.977306	0.820436	None	0.975023	0.812181
ITM2C	81618	FALSE	FALSE	FALSE	0.820455	0.977306	0.820455	None	0.986517	0.872909
AKAP8L	26993	FALSE	FALSE	FALSE	0.820655	0.977379	0.820655	None	0.944891	0.930721
CACNG7	59284	FALSE	FALSE	FALSE	0.820675	0.977379	0.820675	None	0.969258	0.827888
ALPI	248	FALSE	FALSE	FALSE	0.82068	0.977379	0.82068	None	0.75594	0.989286
SOX9	6662	FALSE	FALSE	FALSE	0.82077	0.977391	0.82077	None	1	0.816776
MARK2	2011	FALSE	FALSE	FALSE	0.82089	0.977391	0.82089	None	0.808104	0.935572
ENTREZ:101060024	101060024	FALSE	FALSE	FALSE	0.820922	0.977391	0.820922	None	0.963251	0.842162
CILP	8483	FALSE	FALSE	FALSE	0.820963	0.977391	0.820963	None	0.992958	0.771067
DHRS7	51635	FALSE	FALSE	FALSE	0.820989	0.977391	0.820989	None	0.85845	0.965533
METTL18	92342	FALSE	FALSE	FALSE	0.821017	0.977391	0.821017	None	0.829694	0.924448
ADORA3	140	FALSE	FALSE	FALSE	0.821207	0.977516	0.821207	None	0.982157	0.800061
PPP3CB	5532	FALSE	FALSE	FALSE	0.821268	0.977516	0.821268	None	1	0.7914
TRIM60	166655	FALSE	FALSE	FALSE	0.821307	0.977516	0.821307	None	0.968606	0.905696
THAP12	5612	FALSE	FALSE	FALSE	0.821373	0.977516	0.821373	None	0.975023	0.811131
VPS16	64601	FALSE	FALSE	FALSE	0.821472	0.977516	0.821472	None	0.980737	0.800691
LALBA	3906	FALSE	FALSE	FALSE	0.82158	0.977516	0.82158	None	0.992958	0.85902
FAM76B	143684	FALSE	FALSE	FALSE	0.821606	0.977516	0.821606	None	1	0.725905
GFM2	84340	FALSE	FALSE	FALSE	0.821668	0.977516	0.821668	None	0.978164	0.885792
HIVEP1	3096	FALSE	FALSE	FALSE	0.821693	0.977516	0.821693	None	0.979517	0.884397
CFTR	1080	FALSE	FALSE	FALSE	0.821744	0.977516	0.821744	None	0.998458	0.823634
RPL38	6169	FALSE	FALSE	FALSE	0.821779	0.977516	0.821779	None	1	0.700689
MKRN1	23608	FALSE	FALSE	FALSE	0.821812	0.977516	0.821812	None	0.992958	0.754553
NR1H4	9971	FALSE	FALSE	FALSE	0.82186	0.977516	0.82186	None	0.982596	0.798974
SH3BP5	9467	FALSE	FALSE	FALSE	0.821885	0.977516	0.821885	None	0.986517	0.791391
IDI1	3422	FALSE	FALSE	FALSE	0.821958	0.977538	0.821958	None	0.894182	0.905525
PHTF2	57157	FALSE	FALSE	FALSE	0.822166	0.977647	0.822166	None	1	0.774479
ADAMTS2	9509	FALSE	FALSE	FALSE	0.822168	0.977647	0.822168	None	0.807726	0.976264
GPATCH3	63906	FALSE	FALSE	FALSE	0.822221	0.977647	0.822221	None	0.970084	0.824909
KLRC1	3821	FALSE	FALSE	FALSE	0.822269	0.977647	0.822269	None	0.908188	0.900079
SFXN2	118980	FALSE	FALSE	FALSE	0.822371	0.977674	0.822371	None	0.984851	0.876776
ZNF256	10172	FALSE	FALSE	FALSE	0.8224	0.977674	0.8224	None	0.980508	0.883277
PIAS1	8554	FALSE	FALSE	FALSE	0.822575	0.977697	0.822575	None	0.957186	0.916465
TBXAS1	6916	FALSE	FALSE	FALSE	0.822677	0.977697	0.822677	None	0.845571	0.918398
LCE1D	353134	FALSE	FALSE	FALSE	0.822709	0.977697	0.822709	None	0.945203	0.865832
TRHDE	29953	FALSE	FALSE	FALSE	0.822722	0.977697	0.822722	None	0.955682	0.856151
USH2A	7399	FALSE	FALSE	FALSE	0.822746	0.977697	0.822746	None	0.992958	0.766296
SLC7A11	23657	FALSE	FALSE	FALSE	0.822759	0.977697	0.822759	None	0.967611	0.836154
RACK1	10399	FALSE	FALSE	FALSE	0.822859	0.977697	0.822859	None	1	0.800691
H3C10	8357	FALSE	FALSE	FALSE	0.822892	0.977697	0.822892	None	0.962254	0.849253
RAP1GDS1	5910	FALSE	FALSE	FALSE	0.82291	0.977697	0.82291	None	0.992958	0.850788
CPLANE1	65250	FALSE	FALSE	FALSE	0.823034	0.977779	0.823034	None	0.923209	0.942078
ACSBG1	23205	FALSE	FALSE	FALSE	0.823175	0.977804	0.823175	None	0.897969	0.957314
KPRP	448834	FALSE	FALSE	FALSE	0.823182	0.977804	0.823182	None	0.938447	0.873899
OOEP	441161	FALSE	FALSE	FALSE	0.823329	0.977804	0.823329	None	0.975023	0.887593
FAM83B	222584	FALSE	FALSE	FALSE	0.823502	0.977804	0.823502	None	0.998133	0.82388
FCN1	2219	FALSE	FALSE	FALSE	0.823528	0.977804	0.823528	None	0.882473	0.908582
BUD23	114049	FALSE	FALSE	FALSE	0.823614	0.977804	0.823614	None	1	0.552334
IQUB	154865	FALSE	FALSE	FALSE	0.823662	0.977804	0.823662	None	0.969635	0.827536
LRRC57	255252	FALSE	FALSE	FALSE	0.823679	0.977804	0.823679	None	0.996804	0.83344
ZC3HC1	51530	FALSE	FALSE	FALSE	0.823782	0.977804	0.823782	None	0.997312	0.830984
PABPC4	8761	FALSE	FALSE	FALSE	0.823882	0.977804	0.823882	None	0.992958	0.846188
FAF2	23197	FALSE	FALSE	FALSE	0.823898	0.977804	0.823898	None	0.845491	0.918905
LELP1	149018	FALSE	FALSE	FALSE	0.823908	0.977804	0.823908	None	0.994678	0.836154
ENO3	2027	FALSE	FALSE	FALSE	0.823973	0.977804	0.823973	None	0.975023	0.89165
B3GNT3	10331	FALSE	FALSE	FALSE	0.824043	0.977804	0.824043	None	0.753974	0.990843
PRAC2	360205	FALSE	FALSE	FALSE	0.824092	0.977804	0.824092	None	0.96313	0.910269
GTF3C4	9329	FALSE	FALSE	FALSE	0.824103	0.977804	0.824103	None	0.993098	0.83958
SLC25A41	284427	FALSE	FALSE	FALSE	0.824116	0.977804	0.824116	None	0.817697	0.932295
CHRM5	1133	FALSE	FALSE	FALSE	0.824125	0.977804	0.824125	None	0.955682	0.856151
ZNF219	51222	FALSE	FALSE	FALSE	0.824186	0.977804	0.824186	None	0.823611	0.929639
LAMA4	3910	FALSE	FALSE	FALSE	0.824208	0.977804	0.824208	None	0.963251	0.843425
OR51A2	401667	FALSE	FALSE	FALSE	0.824266	0.977804	0.824266	None	0.975023	0.809484
DEFB133	403339	FALSE	FALSE	FALSE	0.824346	0.977804	0.824346	None	0.933938	0.875941
ABHD10	55347	FALSE	FALSE	FALSE	0.824438	0.977804	0.824438	None	0.817697	0.932779
XYLT1	64131	FALSE	FALSE	FALSE	0.824465	0.977804	0.824465	None	1	0.656113
PRH2	5555	FALSE	FALSE	FALSE	0.824596	0.977804	0.824596	None	0.98521	0.875871
VAPB	9217	FALSE	FALSE	FALSE	0.824808	0.977804	0.824808	None	0.962662	0.846286
PTOV1	53635	FALSE	FALSE	FALSE	0.82486	0.977804	0.82486	None	0.911121	0.900079
TUSC1	286319	FALSE	FALSE	FALSE	0.82491	0.977804	0.82491	None	0.981358	0.800477
NKX2-5	1482	FALSE	FALSE	FALSE	0.824987	0.977804	0.824987	None	0.955179	0.857551
LINS1	55180	FALSE	FALSE	FALSE	0.825061	0.977804	0.825061	None	1	0.58821
PYM1	84305	FALSE	FALSE	FALSE	0.825142	0.977804	0.825142	None	0.958015	0.855129
MYLK4	340156	FALSE	FALSE	FALSE	0.82519	0.977804	0.82519	None	0.976222	0.886555
ELK3	2004	FALSE	FALSE	FALSE	0.825246	0.977804	0.825246	None	0.954945	0.919475
MPHOSPH9	10198	FALSE	FALSE	FALSE	0.825249	0.977804	0.825249	None	0.880895	0.961161
LPA	4018	FALSE	FALSE	FALSE	0.825279	0.977804	0.825279	None	0.968408	0.906163
ZFP30	22835	FALSE	FALSE	FALSE	0.825297	0.977804	0.825297	None	0.997315	0.829972
ZNF777	27153	FALSE	FALSE	FALSE	0.825314	0.977804	0.825314	None	0.967611	0.836154
SDF2L1	23753	FALSE	FALSE	FALSE	0.825383	0.977804	0.825383	None	0.962254	0.913263
BTN2A1	11120	FALSE	FALSE	FALSE	0.825498	0.977804	0.825498	None	0.975832	0.808069
OSBP2	23762	FALSE	FALSE	FALSE	0.82553	0.977804	0.82553	None	0.998133	0.823309
PDCD4	27250	FALSE	FALSE	FALSE	0.825561	0.977804	0.825561	None	0.982157	0.800061
FKRP	79147	FALSE	FALSE	FALSE	0.825602	0.977804	0.825602	None	0.974831	0.820947
FAM118A	55007	FALSE	FALSE	FALSE	0.825609	0.977804	0.825609	None	0.900632	0.904353
GRXCR2	643226	FALSE	FALSE	FALSE	0.825761	0.977804	0.825761	None	0.954945	0.857833
TAB1	10454	FALSE	FALSE	FALSE	0.825834	0.977804	0.825834	None	1	0.63515
TRAPPC5	126003	FALSE	FALSE	FALSE	0.825884	0.977804	0.825884	None	1	0.688459
FFAR1	2864	FALSE	FALSE	FALSE	0.825886	0.977804	0.825886	None	0.93097	0.877241
RPRD2	23248	FALSE	FALSE	FALSE	0.825922	0.977804	0.825922	None	0.964108	0.841972
SLC6A19	340024	FALSE	FALSE	FALSE	0.825949	0.977804	0.825949	None	0.865467	0.913263
PTGR2	145482	FALSE	FALSE	FALSE	0.826054	0.977804	0.826054	None	0.992958	0.772688
AKR1B10	57016	FALSE	FALSE	FALSE	0.826141	0.977804	0.826141	None	0.75594	0.963453
FARSB	10056	FALSE	FALSE	FALSE	0.826155	0.977804	0.826155	None	0.954945	0.921168
GSTO2	119391	FALSE	FALSE	FALSE	0.826196	0.977804	0.826196	None	0.975023	0.890711
REN	5972	FALSE	FALSE	FALSE	0.826222	0.977804	0.826222	None	0.992958	0.764376
ERCC2	2068	FALSE	FALSE	FALSE	0.826226	0.977804	0.826226	None	0.981358	0.800691
FOXQ1	94234	FALSE	FALSE	FALSE	0.826239	0.977804	0.826239	None	0.975023	0.812181
GNA15	2769	FALSE	FALSE	FALSE	0.826293	0.977804	0.826293	None	0.975023	0.813965
ST3GAL4	6484	FALSE	FALSE	FALSE	0.826408	0.977804	0.826408	None	1	0.66724
HNRNPM	4670	FALSE	FALSE	FALSE	0.826502	0.977804	0.826502	None	0.957861	0.916223
DRC2	85478	FALSE	FALSE	FALSE	0.826562	0.977804	0.826562	None	0.968606	0.835204
CYB561	1534	FALSE	FALSE	FALSE	0.826566	0.977804	0.826566	None	1	0.809484
NHLRC4	283948	FALSE	FALSE	FALSE	0.826578	0.977804	0.826578	None	1	0.742193
ZSWIM2	151112	FALSE	FALSE	FALSE	0.826604	0.977804	0.826604	None	0.621861	0.989286
ADGRF3	165082	FALSE	FALSE	FALSE	0.826699	0.977804	0.826699	None	0.981358	0.879291
USP15	9958	FALSE	FALSE	FALSE	0.82673	0.977804	0.82673	None	0.925179	0.938488
NCBP3	55421	FALSE	FALSE	FALSE	0.82681	0.977804	0.82681	None	0.934777	0.935564
POLR2G	5436	FALSE	FALSE	FALSE	0.82683	0.977804	0.82683	None	0.925146	0.883199
ACLY	47	FALSE	FALSE	FALSE	0.826854	0.977804	0.826854	None	0.923209	0.887593
ANKRD24	170961	FALSE	FALSE	FALSE	0.826877	0.977804	0.826877	None	0.994988	0.741247
YIF1A	10897	FALSE	FALSE	FALSE	0.826999	0.977804	0.826999	None	0.97802	0.884397
RFX3	5991	FALSE	FALSE	FALSE	0.827044	0.977804	0.827044	None	0.989035	0.784676
LINC02692	101928638	FALSE	FALSE	FALSE	0.827102	0.977804	0.827102	None	0.997312	0.830832
SHOC2	8036	FALSE	FALSE	FALSE	0.827115	0.977804	0.827115	None	0.975023	0.887593
POLR1G	10849	FALSE	FALSE	FALSE	0.827166	0.977804	0.827166	None	1	0.709171
IL17REL	400935	FALSE	FALSE	FALSE	0.827245	0.977804	0.827245	None	1	0.795906
CFAP210	129881	FALSE	FALSE	FALSE	0.827307	0.977804	0.827307	None	0.845657	0.918905
SLC22A4	6583	FALSE	FALSE	FALSE	0.82738	0.977804	0.82738	None	0.992958	0.76753
PREB	10113	FALSE	FALSE	FALSE	0.827465	0.977804	0.827465	None	0.962254	0.846682
CYP1B1	1545	FALSE	FALSE	FALSE	0.827577	0.977804	0.827577	None	0.992958	0.855343
CYP2C8	1558	FALSE	FALSE	FALSE	0.827667	0.977804	0.827667	None	0.963079	0.909936
AP4S1	11154	FALSE	FALSE	FALSE	0.827691	0.977804	0.827691	None	1	0.796262
RFLNA	144347	FALSE	FALSE	FALSE	0.827762	0.977804	0.827762	None	0.971024	0.897049
HAGHL	84264	FALSE	FALSE	FALSE	0.827767	0.977804	0.827767	None	0.985279	
RBBP6	5930	FALSE	FALSE	FALSE	0.827859	0.977804	0.827859	None	0.962254	0.849303
ASXL3	80816	FALSE	FALSE	FALSE	0.827861	0.977804	0.827861	None	0.915517	0.947658
ELANE	1991	FALSE	FALSE	FALSE	0.82787	0.977804	0.82787	None	0.985279	
EXOC6B	23233	FALSE	FALSE	FALSE	0.827958	0.977804	0.827958	None	0.912329	0.898911
ALDH3B2	222	FALSE	FALSE	FALSE	0.827977	0.977804	0.827977	None	0.974934	0.82076
POLR3K	51728	FALSE	FALSE	FALSE	0.828002	0.977804	0.828002	None	0.953581	0.922291
LRRFIP2	9209	FALSE	FALSE	FALSE	0.828051	0.977804	0.828051	None	1	0.768133
CCT6B	10693	FALSE	FALSE	FALSE	0.828076	0.977804	0.828076	None	0.954945	0.85902
PRSS33	260429	FALSE	FALSE	FALSE	0.82808	0.977804	0.82808	None	0.918939	0.945525
FOXN4	121643	FALSE	FALSE	FALSE	0.828128	0.977804	0.828128	None	0.968885	0.904598
AGTRAP	57085	FALSE	FALSE	FALSE	0.828311	0.977928	0.828311	None	0.938772	
TMX1	81542	FALSE	FALSE	FALSE	0.828342	0.977928	0.828342	None	0.71521	0.976264
LRRC74B	400891	FALSE	FALSE	FALSE	0.82844	0.97794	0.82844	None	0.981358	0.879291
DCTN2	10540	FALSE	FALSE	FALSE	0.828518	0.97794	0.828518	None	0.969635	0.900079
DEFB116	245930	FALSE	FALSE	FALSE	0.828573	0.97794	0.828573	None	0.915517	0.895858
MR1	3140	FALSE	FALSE	FALSE	0.828612	0.97794	0.828612	None	0.716561	0.974623
WDTC1	23038	FALSE	FALSE	FALSE	0.828634	0.97794	0.828634	None	0.975023	0.891227
KCTD10	83892	FALSE	FALSE	FALSE	0.828757	0.97794	0.828757	None	0.941826	0.872909
UCMA	221044	FALSE	FALSE	FALSE	0.828765	0.97794	0.828765	None	0.919668	0.887943
KLHL33	123103	FALSE	FALSE	FALSE	0.828789	0.97794	0.828789	None	0.992958	0.857997
SAPCD1	401251	FALSE	FALSE	FALSE	0.82896	0.978044	0.82896	None	0.963079	0.910269
CDKN2C	1031	FALSE	FALSE	FALSE	0.829018	0.978044	0.829018	None	0.992958	0.855343
ENTREZ:101929766	101929766	FALSE	FALSE	FALSE	0.82904	0.978044	0.82904	None	0.906715	0.954447
CLMN	79789	FALSE	FALSE	FALSE	0.829412	0.978418	0.829412	None	0.924904	0.886136
PCNX4	64430	FALSE	FALSE	FALSE	0.82958	0.978551	0.82958	None	0.800242	0.942078
DCAF15	90379	FALSE	FALSE	FALSE	0.829668	0.978591	0.829668	None	0.985279	
ENTREZ:100506944	100506944	FALSE	FALSE	FALSE	0.829822	0.978618	0.829822	None	0.962254	0.913263
CCL20	6364	FALSE	FALSE	FALSE	0.829865	0.978618	0.829865	None	1	0.770988
PAK5	57144	FALSE	FALSE	FALSE	0.829908	0.978618	0.829908	None	0.978208	0.806634
ZNF736	728927	FALSE	FALSE	FALSE	0.829909	0.978618	0.829909	None	0.975023	0.891227
GTF2H5	404672	FALSE	FALSE	FALSE	0.830021	0.97864	0.830021	None	0.998059	0.732679
FCHO1	23149	FALSE	FALSE	FALSE	0.830037	0.97864	0.830037	None	0.974934	0.8214
DRC10	115811	FALSE	FALSE	FALSE	0.830102	0.978653	0.830102	None	0.963079	0.845806
RCAN1	1827	FALSE	FALSE	FALSE	0.830216	0.978723	0.830216	None	0.970708	0.824435
ADH4	127	FALSE	FALSE	FALSE	0.83028	0.978734	0.83028	None	0.71452	0.979279
TRAPPC6A	79090	FALSE	FALSE	FALSE	0.830375	0.978782	0.830375	None	0.975023	0.887563
KLRF1	51348	FALSE	FALSE	FALSE	0.830646	0.979036	0.830646	None	0.944891	0.929105
RRP1B	23076	FALSE	FALSE	FALSE	0.830917	0.979239	0.830917	None	0.9925	0.85902
OR52I2	143502	FALSE	FALSE	FALSE	0.831009	0.979239	0.831009	None	0.981358	0.879194
GPR15LG	387695	FALSE	FALSE	FALSE	0.831018	0.979239	0.831018	None	1	0.776259
ANXA7	310	FALSE	FALSE	FALSE	0.831141	0.979239	0.831141	None	0.982819	0.800061
NUDT2	318	FALSE	FALSE	FALSE	0.831256	0.979239	0.831256	None	0.915517	0.949199
PICALM	8301	FALSE	FALSE	FALSE	0.831277	0.979239	0.831277	None	0.950967	0.861578
PRKD2	25865	FALSE	FALSE	FALSE	0.831297	0.979239	0.831297	None	0.950088	0.862657
CLDN14	23562	FALSE	FALSE	FALSE	0.831335	0.979239	0.831335	None	0.925146	0.937873
FIGLA	344018	FALSE	FALSE	FALSE	0.831387	0.979239	0.831387	None	0.974934	0.8214
TDRD10	126668	FALSE	FALSE	FALSE	0.831388	0.979239	0.831388	None	0.975023	0.818002
S1PR4	8698	FALSE	FALSE	FALSE	0.831536	0.979239	0.831536	None	1	0.71574
AGAP5	729092	FALSE	FALSE	FALSE	0.831606	0.979239	0.831606	None	0.98521	
KRTAP8-1	337879	FALSE	FALSE	FALSE	0.831673	0.979239	0.831673	None	0.948635	0.862968
SAA4	6291	FALSE	FALSE	FALSE	0.831711	0.979239	0.831711	None	0.912329	0.950651
NXPH2	11249	FALSE	FALSE	FALSE	0.831841	0.979239	0.831841	None	0.963079	0.846518
WDR45B	56270	FALSE	FALSE	FALSE	0.831873	0.979239	0.831873	None	0.919599	0.891649
SPTSSA	171546	FALSE	FALSE	FALSE	0.831875	0.979239	0.831875	None	0.981358	0.878512
CFAP144	440585	FALSE	FALSE	FALSE	0.831888	0.979239	0.831888	None	0.94339	0.872914
IRX6	79190	FALSE	FALSE	FALSE	0.831897	0.979239	0.831897	None	0.992807	0.774667
RAB20	55647	FALSE	FALSE	FALSE	0.831964	0.979239	0.831964	None	1	0.737787
KIAA0825	285600	FALSE	FALSE	FALSE	0.832044	0.979239	0.832044	None	0.938772	0.874575
G3BP2	9908	FALSE	FALSE	FALSE	0.832065	0.979239	0.832065	None	0.983906	0.875871
ANO1	55107	FALSE	FALSE	FALSE	0.832162	0.979239	0.832162	None	1	0.656113
MYH2	4620	FALSE	FALSE	FALSE	0.832224	0.979239	0.832224	None	0.826396	0.930101
CEP152	22995	FALSE	FALSE	FALSE	0.832228	0.979239	0.832228	None	0.820928	0.972937
FSTL4	23105	FALSE	FALSE	FALSE	0.832294	0.979239	0.832294	None	0.936196	0.875871
OCIAD2	132299	FALSE	FALSE	FALSE	0.832307	0.979239	0.832307	None	0.954945	0.859997
STAMBPL1	57559	FALSE	FALSE	FALSE	0.832353	0.979239	0.832353	None	0.94339	0.930283
NAT9	26151	FALSE	FALSE	FALSE	0.832413	0.979239	0.832413	None	0.885246	0.908595
SLC6A12	6539	FALSE	FALSE	FALSE	0.832457	0.979239	0.832457	None	1	0.79048
HCFC1R1	54985	FALSE	FALSE	FALSE	0.832528	0.979248	0.832528	None	0.920089	0.942078
GPN2	54707	FALSE	FALSE	FALSE	0.832574	0.979248	0.832574	None	0.974118	0.823109
BCL3	602	FALSE	FALSE	FALSE	0.832857	0.979475	0.832857	None	0.954945	0.85902
FAM210B	116151	FALSE	FALSE	FALSE	0.832912	0.979475	0.832912	None	0.925146	0.881949
ANGPTL2	23452	FALSE	FALSE	FALSE	0.832931	0.979475	0.832931	None	0.992958	0.841752
PACRGL	133015	FALSE	FALSE	FALSE	0.833124	0.979556	0.833124	None	0.992958	0.851564
UBE2E1	7324	FALSE	FALSE	FALSE	0.833217	0.979556	0.833217	None	1	0.733245
